avgRateByFrame,avgRateBytes,maxRate,minRate,avgRate,avgDt,estAvgBufferTime,changes,queueLength,queueLengthInBytes,duration_min,ul_txPackets,ul_txBytes,ul_txOffered,ul_xBytes,ul_rxOfferedthroughput,ul_meanDelay,ul_meanJitter,ul_rxPackets,ul_pdcp_nTxPDUs,ul_pdcp_TxBytes,ul_pdcp_nRxPDUs,ul_pdcp_RxBytes,ul_pdcp_delay_s,ul_pdcp_stdDev_s,ul_pdcp_min_s,ul_pdcp_max_s,ul_pdcp_PduSize,ul_pdcp_stdDev,ul_rlc_nTxPDUs,ul_rlc_TxBytes,ul_rlc_nRxPDUs,ul_rlc_RxBytes,ul_rlc_delay_s,ul_rlc_stdDev_s,ul_rlc_min_s,ul_rlc_max_s,ul_rlc_PduSize,ul_rlc_stdDev,ul_rlc_min,ul_rlc_max,IMSI,cellId,rnti,dl_mac_mcs,dl_mac_TbSize,index_x,sinr,dl_pathLoss_dB,ul_pathLoss_dB,ul_tbSize,ul_mcs,ul_rv,ul_SINR_dB,ul_CQI,ul_corrupt,ul_rv_max,dl_tbSize,dl_mcs,dl_rv,dl_SINR_dB,dl_CQI,dl_corrupt,UL_DCI_rxMac,BSR_txMac,SR_txMac,UL_DCI_rxPhy_x,DL_DCI_rxPhy_x,qoe_YinX_v1,qoe_YinX_v2,nodes
2204,98221,4220,1547,9750,27.48,9.77,3,867,10050,470,21140,12402086,10.82,12369158,10.8,53.03,0.6465,21070,21140,12444352,21070,12411312,0.05304,0.0265,0.0035,0.1069,589.0,18.11,5308,12454910,5308,12454910,0.003918,0.002087,0.00217,0.012955,2346,1806.0,8,19310,91,21,9,27.77,1644.0,206,40.84,-83.0,-83.0,2410,27.53,0.178,25.05,0.18,0.177,2,1644.0,27.77,0.046,40.84,14.9,0.046,6852,6852,101,55600,3496,34.56,21.28,9
2388,112161,4220,1547,19700,51.44,13.54,3,1218,22240,167,42850,25144324,21.98,25124580,21.92,24.16,0.2405,42800,42850,25230008,42800,25210196,0.02414,0.00788,0.003786,0.04443,589.0,16.97,4410,25303430,4404,25283612,0.002943,0.0001378,0.002314,0.00789,5740,3246.0,27,19310,9,5,4,27.95,2536.0,3347,44.1,-79.3,-79.3,5870,27.98,0.001,32.34,0.0,0.001,1,2536.0,27.95,0.0,44.1,15.0,0.0,5252,5252,186,22450,2232,71.4,43.84,4
2388,117133,4220,1547,10740,26.64,9.24,2,826,9736,568,21360,12531398,11.25,12531398,11.19,36.8,0.4358,21360,21360,12574106,21360,12574106,0.0368,0.01446,0.0025,0.0763,589.0,18.1,3996,12615100,3996,12615100,0.002708,0.001541,0.00217,0.00796,3156,683.0,27,16000,110,21,1,27.9,2676.0,1660,48.34,-81.44,-81.44,3232,27.84,0.073,29.62,0.07,0.072,1,2676.0,27.9,0.0,48.38,15.0,0.0,4692,4692,96,62200,4120,32.12,19.77,10
1849,161174,3840,1547,8840,11.52,6.61,4,422,4740,115,11420,6715322,6.035,6597722,5.92,29.73,0.7104,11224,11420,6738286,11230,6620286,0.02971,0.02106,0.003143,0.1427,589.5,13.07,1508,6758492,1486,6646397,0.005463,0.003798,0.00217,0.01796,4470,3168.0,12,19310,2,1,2,27.86,1934.0,2893,41.22,-87.7,-87.7,5004,22.77,0.482,15.46,0.37,0.372,3,1934.0,27.86,0.02,41.2,14.96,0.02,3076,3076,232,13870,1588,17.19,10.51,3
2388,106763,4220,1547,16900,79.94,16.67,2,1609,18500,220,36300,21297694,18.62,21297694,18.58,25.81,0.273,36300,36300,21370276,36300,21370276,0.0258,0.00838,0.006714,0.04727,589.0,17.73,4404,21433704,4404,21433704,0.002773,0.0003076,0.00217,0.00796,4864,1548.0,23,19310,32,13,4,27.95,2462.0,3813,48.1,-79.3,-79.3,4932,27.98,0.003,34.03,0.0,0.004,1,2462.0,27.95,0.0,48.1,15.0,0.0,5040,5040,162,29520,2704,57.1,35.25,5
1581,71522,2484,1547,9620,34.9,10.88,6,982,10424,568,21020,12339606,10.85,12307266,10.734,49.22,0.644,20960,21020,12381648,20960,12349198,0.0492,0.02199,0.0035,0.09015,589.0,16.69,6456,12408741,6456,12395872,0.002716,0.0001576,0.00217,0.00796,1920,801.0,3,9656,34,7,7,27.89,1667.0,1596,51.53,-78.75,-78.75,2028,28.0,0.001,34.28,0.0,0.001,1,1667.0,27.88,0.0,51.53,15.0,0.0,6850,6850,106,62400,4404,31.8,19.56,10
2008,90984,3840,1547,9600,28.67,9.85,4,889,9896,556,20750,12181359,10.69,12144903,10.59,53.97,0.6406,20690,20750,12222865,20690,12186285,0.05396,0.02231,0.00736,0.1128,589.0,16.84,5524,12241725,5520,12230467,0.003313,0.001911,0.00217,0.012955,2216,1009.0,20,19310,86,17,5,27.86,1835.0,2244,43.56,-83.8,-83.8,2300,27.7,0.125,23.6,0.12,0.123,2,1835.0,27.86,0.002,43.56,15.0,0.002,6680,6680,98,61200,4064,33.75,20.78,10
2308,104008,4220,1245,18860,90.06,17.98,3,1673,21170,166,40580,23814184,20.8,23693304,20.67,27.95,0.3018,40400,40580,23895336,40400,23774044,0.02794,0.01288,0.00307,0.06058,589.0,17.34,4120,23869484,4120,23856616,0.00449,0.002449,0.00217,0.00796,5790,3188.0,5,19310,34,17,3,27.77,2406.0,3082,41.66,-84.06,-84.06,6004,27.38,0.25,23.52,0.25,0.251,1,2406.0,27.77,0.021,41.62,14.91,0.021,6172,6172,174,23570,2318,64.75,39.7,4
1927,88009,3840,1245,9610,28.47,9.9,4,888,9960,523,20820,12219957,10.664,12151749,10.61,51.9,0.659,20700,20820,12261597,20700,12193157,0.0519,0.02458,0.003643,0.0977,589.0,17.2,6068,12238156,6068,12238156,0.00319,0.001344,0.002243,0.012955,2017,1306.0,27,19310,72,15,9,27.88,1642.0,1878,44.66,-80.06,-80.06,2116,27.95,0.071,29.5,0.07,0.069,2,1639.0,27.88,0.004,44.62,14.99,0.004,6904,6904,96,61250,3940,33.16,20.4,10
1581,76739,2484,1547,9420,33.1,10.2,5,926,10110,463,20260,11889544,10.67,11889544,10.66,40.44,0.4883,20260,20260,11930060,20260,11930060,0.0404,0.01622,0.003,0.08386,589.0,18.05,3852,11969113,3852,11969113,0.003384,0.002188,0.00217,0.012955,3108,738.0,27,19310,26,5,2,27.77,2432.0,883,44.62,-82.06,-82.06,3140,27.77,0.156,24.05,0.15,0.155,2,2432.0,27.77,0.036,44.62,14.94,0.036,4970,4970,101,56100,3774,28.98,17.83,9
2204,103503,4220,1547,10510,30.58,9.89,3,926,10540,463,22600,13260182,11.71,13260182,11.64,34.28,0.4202,22600,22600,13305370,22600,13305370,0.03427,0.013405,0.003,0.0645,589.0,17.86,4244,13348751,4244,13348751,0.002628,0.001161,0.00217,0.00796,3144,422.0,27,9656,62,13,2,27.92,2392.0,919,52.62,-78.75,-78.75,3190,27.98,0.042,33.97,0.04,0.042,1,2392.0,27.92,0.0,52.62,15.0,0.0,4824,4824,106,55420,3908,34.56,21.28,9
2388,105640,4220,1547,15570,68.9,15.63,2,1496,17140,227,33660,19750540,17.25,19730796,17.22,31.61,0.3535,33630,33660,19817844,33630,19798032,0.0316,0.014,0.003357,0.0646,589.0,17.38,4570,19877810,4570,19858498,0.00359,0.002106,0.00217,0.012955,4348,2280.0,27,19310,48,19,3,27.88,2496.0,3527,45.16,-82.2,-82.2,4452,27.88,0.158,27.2,0.16,0.156,2,2498.0,27.88,0.008,45.16,14.96,0.008,6030,6030,154,29680,2416,53.97,33.34,5
2388,107750,4220,1547,14060,55.53,13.73,2,1326,15176,262,30560,17930502,15.69,17926386,15.65,34.8,0.4023,30540,30560,17991606,30540,17987476,0.03482,0.01581,0.003643,0.11633,589.0,17.33,4920,18048208,4920,18044996,0.003412,0.001868,0.002243,0.0126,3668,1517.0,23,19310,39,13,4,27.94,2272.0,4767,48.44,-82.44,-82.44,3804,27.8,0.123,29.52,0.12,0.123,2,2272.0,27.94,0.0,48.44,15.0,0.0,6150,6150,140,36600,2922,47.72,29.45,6
1927,87358,3840,1245,11520,40.28,11.77,4,1095,12510,449,25070,14720156,12.9,14717216,12.836,43.25,0.5107,25070,25070,14770314,25070,14767364,0.04324,0.01945,0.0035,0.07916,589.0,17.03,5708,14820815,5708,14818137,0.003057,0.001205,0.00217,0.00796,2596,1730.0,25,19310,66,17,7,27.89,1870.0,6190,46.72,-78.8,-78.8,2718,27.98,0.055,30.86,0.06,0.055,1,1870.0,27.89,0.0,46.72,15.0,0.0,6484,6484,114,46430,3228,39.4,24.27,8
2003,123239,4220,1245,11510,26.53,9.84,3,777,8810,342,18960,11124688,9.98,10980184,12.99,41.56,0.5186,18700,18960,11162598,18700,11017598,0.04153,0.02051,0.00307,0.08765,589.0,16.84,3098,11054188,3096,11052586,0.005013,0.002678,0.00217,0.012955,3568,2288.0,7,19310,53,15,4,27.78,1963.0,5608,36.38,-87.1,-87.1,3798,26.33,0.314,19.14,0.31,0.312,2,1963.0,27.78,0.006,36.38,14.95,0.006,4856,4856,95,38980,2862,30.4,18.69,7
2388,106709,4220,1547,14670,61.8,14.77,2,1415,15980,288,31920,18729848,16.36,18594894,16.23,32.78,0.378,31680,31920,18793676,31680,18658262,0.03275,0.01369,0.003714,0.0697,589.0,17.33,4750,18726148,4748,18716492,0.003572,0.001848,0.00217,0.00796,3942,1780.0,27,19310,44,15,5,27.95,2144.0,4702,43.78,-82.75,-82.75,4034,27.95,0.133,26.92,0.13,0.133,1,2146.0,27.95,0.0,43.8,15.0,0.0,6056,6056,142,36200,3004,50.84,31.39,6
2388,107574,4220,1547,23600,39.16,11.98,3,1090,26880,119,51500,30213344,26.4,30213344,26.38,21.66,0.1995,51500,51500,30316298,51500,30316298,0.02164,0.006084,0.002928,0.04092,589.0,16.62,4436,30403502,4436,30403502,0.00246,0.0003028,0.00217,0.00796,6856,2480.0,27,19310,33,21,1,27.95,3258.0,2850,53.56,-80.7,-80.7,7052,27.98,0.002,30.6,0.0,0.002,1,3262.0,27.95,0.0,53.56,15.0,0.0,5296,5296,222,16370,1848,94.06,57.9,3
1699,78956,3080,1547,10210,37.03,10.92,5,1026,11224,477,22370,13129863,11.555,13129863,11.484,46.62,0.572,22370,22370,13174599,22370,13174599,0.0466,0.02126,0.005287,0.09045,589.0,16.83,5324,13220216,5324,13220216,0.003351,0.001841,0.00217,0.012955,2484,1298.0,27,19310,14,3,5,27.88,1929.0,553,46.34,-83.75,-83.75,2610,27.88,0.122,27.23,0.12,0.121,2,1929.0,27.88,0.0,46.38,15.0,0.0,6464,6464,108,51260,3408,33.06,20.36,9
2008,91331,3840,1547,9480,28.42,9.91,4,886,9704,551,20500,12033650,10.5,11917474,10.4,46.75,0.589,20300,20500,12074654,20300,11958082,0.04675,0.02185,0.00307,0.0977,589.0,17.08,5456,12032155,5452,12001573,0.002718,0.00115,0.00217,0.00796,2200,855.5,27,17710,107,21,4,27.88,1854.0,1423,50.78,-78.6,-78.6,2238,27.98,0.044,32.16,0.04,0.044,1,1855.0,27.88,0.0,50.8,15.0,0.0,6076,6076,97,63680,4048,33.75,20.78,10
2204,99262,4220,1547,12300,40.7,11.84,3,1094,13150,328,26800,15732616,13.8,15710520,13.71,42.28,0.4775,26770,26800,15786226,26770,15764054,0.04227,0.02061,0.0035,0.1152,589.0,17.28,4264,15835906,4260,15814664,0.004814,0.002697,0.002243,0.01775,3712,2652.0,27,19310,32,9,4,27.69,2060.0,5335,37.47,-88.56,-88.56,3952,26.06,0.301,18.56,0.29,0.294,3,2060.0,27.69,0.03,37.47,14.82,0.03,6530,6530,123,41060,3012,40.8,25.16,7
1927,85720,3840,1245,10380,32.97,10.82,4,967,10940,511,22600,13256836,11.58,13148892,11.47,34.28,0.4082,22400,22600,13302012,22400,13193700,0.03427,0.01319,0.002928,0.0762,589.0,17.84,4244,13243473,4244,13237047,0.00244,0.0006576,0.00217,0.012955,3120,455.5,9,9656,98,21,2,27.86,2394.0,91,47.94,-81.9,-81.9,3156,27.9,0.013,26.36,0.01,0.012,2,2394.0,27.88,0.009,47.9,14.99,0.009,4690,4690,105,55300,3884,36.28,22.33,9
1468,70576,3080,1033,9200,32.5,10.16,6,926,9896,467,19760,11602007,10.4,11602007,10.375,47.7,0.57,19760,19760,11641541,19760,11641541,0.04767,0.01936,0.007286,0.0969,589.0,17.17,4062,11680275,4062,11680275,0.003891,0.00263,0.00217,0.012955,2876,1086.0,7,19310,90,19,1,27.89,2644.0,837,39.16,-86.25,-86.25,3048,25.78,0.227,19.25,0.22,0.222,2,2644.0,27.89,0.012,39.16,14.96,0.012,5616,5616,99,52400,3372,29.66,18.2,9
2388,106648,4220,1547,12904,46.3,12.78,2,1195,13736,365,27860,16345632,14.3,16297664,14.22,34.75,0.4146,27780,27860,16401332,27780,16353200,0.03473,0.01411,0.003357,0.0666,589.0,17.06,4930,16420325,4924,16405853,0.003157,0.001394,0.00217,0.00796,3332,1118.0,27,19310,52,15,5,27.94,2224.0,4937,47.56,-83.9,-83.9,3442,27.95,0.07,27.12,0.07,0.07,1,2224.0,27.94,0.0,47.56,15.0,0.0,5800,5800,132,41860,3168,44.6,27.52,7
2288,101758,4220,1547,11750,39.1,11.65,3,1068,12170,437,25280,14834515,12.984,14745387,12.875,43.53,0.5195,25120,25280,14885063,25120,14795631,0.04352,0.0189,0.0035,0.07996,589.0,16.8,6010,14865925,6010,14853179,0.00284,0.000969,0.002243,0.00796,2474,1231.0,27,19310,76,19,5,27.86,1975.0,5908,47.66,-79.6,-79.6,2654,27.98,0.033,29.92,0.03,0.033,1,1975.0,27.84,0.028,47.62,14.94,0.028,6640,6640,116,49300,3716,41.1,25.34,8
1699,75978,3080,1547,10910,40.4,11.76,5,1075,12056,443,23900,14033217,12.24,13932329,12.18,36.47,0.4497,23730,23900,14081031,23730,13979799,0.03647,0.014626,0.003,0.0731,589.0,16.69,4424,14025303,4424,14025303,0.003023,0.001789,0.00217,0.00796,3170,681.0,27,19310,95,23,2,27.92,2390.0,6113,52.3,-77.25,-77.25,3220,27.9,0.103,28.2,0.1,0.102,1,2390.0,27.94,0.0,52.3,15.0,0.0,5384,5384,116,48960,3600,38.0,23.4,8
2084,92496,4220,1547,11120,38.9,11.71,3,1083,11780,410,24110,14150378,12.41,14150378,12.35,42.44,0.525,24110,24110,14198600,24110,14198600,0.04242,0.01733,0.002928,0.0802,589.0,17.67,4410,14244601,4410,14244601,0.0043,0.002663,0.00217,0.00796,3232,710.0,21,17710,87,21,2,27.92,2370.0,5721,51.62,-78.44,-78.44,3312,27.95,0.253,28.66,0.25,0.252,1,2362.0,27.94,0.0,51.62,15.0,0.0,6350,6350,113,50600,3548,40.38,24.89,8
1699,78240,3080,1547,10110,35.5,10.85,5,1012,11130,511,22460,13189858,11.51,13046634,11.39,33.62,0.416,22220,22460,13234798,22220,13091086,0.0336,0.013176,0.002714,0.071,589.0,16.56,4176,13133761,4176,13133761,0.002394,0.000883,0.00217,0.00796,3144,556.5,27,17710,9,1,1,27.73,2536.0,0,48.53,-84.75,-84.75,3188,27.98,0.024,33.1,0.02,0.024,1,2536.0,27.73,0.006,48.53,14.97,0.006,4700,4700,111,54600,4064,35.16,21.67,9
2288,105486,4220,1547,17040,85.06,16.83,3,1626,18430,227,35780,20988728,18.77,20988728,18.7,30.61,0.3408,35780,35780,21060248,35780,21060248,0.0306,0.011284,0.00307,0.0535,589.0,16.94,5588,21126080,5588,21126080,0.002596,0.0001298,0.002243,0.002956,3780,1366.0,27,19310,33,13,3,27.95,2500.0,3872,54.1,-78.2,-78.2,4008,28.0,0.0,31.3,0.0,0.0,0,2500.0,27.95,0.0,54.1,15.0,0.0,6268,6268,159,29920,2824,56.72,35.03,5
2308,109026,4220,1245,22910,42.6,12.22,3,1126,26580,119,50500,29632998,26.0,29632998,25.94,24.58,0.1924,50500,50500,29733976,50500,29733976,0.02455,0.006657,0.003357,0.03906,589.0,16.84,4116,29818778,4116,29818778,0.002832,0.0008693,0.00217,0.00796,7244,2728.0,27,19310,8,5,2,27.95,3374.0,2827,50.4,-81.3,-81.3,7456,27.95,0.025,31.36,0.02,0.024,1,3374.0,27.95,0.0,50.4,15.0,0.0,5080,5080,219,15120,1671,88.3,54.3,3
2308,103697,4220,1245,20270,48.0,13.37,3,1179,23410,168,44900,26348356,23.0,26204884,22.89,24.6,0.2269,44640,44900,26438144,44640,26294184,0.02458,0.0083,0.003214,0.0593,589.0,17.12,4060,26371488,4058,26369886,0.003157,0.001338,0.00217,0.012886,6500,3326.0,27,19310,30,15,3,27.95,2846.0,3270,51.56,-76.3,-76.3,6660,27.84,0.066,34.2,0.07,0.066,2,2846.0,27.95,0.0,51.56,15.0,0.0,5156,5156,195,19630,1906,76.0,46.62,4
2003,91320,4220,1245,12664,48.7,12.81,3,1213,13990,327,27800,16319558,14.25,16199018,14.13,42.84,0.487,27600,27800,16375166,27600,16254216,0.04282,0.01811,0.0035,0.0777,589.0,16.94,6190,16314483,6188,16309677,0.002964,0.000547,0.002457,0.00796,2636,1722.0,27,19310,29,9,7,27.9,1881.0,4834,48.12,-79.3,-79.3,2916,27.98,0.012,29.28,0.01,0.012,1,1881.0,27.9,0.0,48.12,15.0,0.0,6804,6804,125,43420,3328,42.88,26.44,7
2008,93453,3840,1547,9930,30.16,10.04,4,926,10300,598,21440,12587058,11.05,12587058,11.02,38.88,0.465,21440,21440,12629952,21440,12629952,0.03885,0.015305,0.007286,0.07935,589.0,17.72,4104,12671340,4104,12671340,0.003002,0.001922,0.00217,0.00796,3086,753.0,27,19310,80,15,1,27.89,2610.0,1750,47.9,-81.25,-81.25,3158,27.5,0.115,24.98,0.11,0.115,1,2614.0,27.89,0.014,47.9,14.98,0.014,5040,5040,100,62800,4250,33.75,20.78,10
2122,99159,4220,1245,14760,68.0,14.86,3,1426,15900,268,30830,18098262,16.17,18098262,16.16,36.0,0.4043,30830,30830,18159936,30830,18159936,0.03598,0.01903,0.00307,0.0713,589.0,17.23,4284,18215650,4284,18215650,0.004528,0.002613,0.002243,0.01796,4252,3578.0,27,19310,28,9,3,27.88,2274.0,4250,38.97,-85.7,-85.7,4468,26.48,0.266,19.97,0.26,0.265,3,2274.0,27.88,0.02,38.97,14.84,0.02,6340,6340,144,35940,2988,49.56,30.58,6
2388,107032,4220,1547,22450,39.12,12.12,3,1070,25810,119,49340,28958368,25.31,28958368,25.27,23.02,0.1989,49340,49340,29057048,49340,29057048,0.023,0.00678,0.003714,0.042,589.0,16.78,4144,29140368,4144,29140368,0.00283,0.00075,0.00217,0.00796,7028,2806.0,24,19310,23,15,2,27.95,3180.0,2842,46.6,-79.44,-79.44,7200,27.94,0.019,29.66,0.02,0.019,1,3180.0,27.95,0.0,46.6,15.0,0.0,5104,5104,214,16530,1741,88.94,54.7,3
2003,90578,4220,1245,14640,63.28,14.79,3,1423,16360,268,31920,18735988,16.38,18707780,16.31,35.12,0.4092,31870,31920,18799836,31870,18771532,0.0351,0.01456,0.0035,0.06555,589.0,17.67,5190,18843904,5190,18831036,0.003492,0.001911,0.00217,0.00796,3628,1602.0,27,19310,15,5,4,27.95,2252.0,4239,39.25,-86.9,-86.9,3838,27.88,0.132,26.69,0.13,0.132,1,2254.0,27.95,0.0,39.25,15.0,0.0,6556,6556,144,37380,3140,49.12,30.31,6
2388,108182,4220,1547,15170,64.4,14.78,2,1422,16460,268,32800,19245874,16.81,19192480,16.75,33.53,0.3809,32700,32800,19311458,32700,19257884,0.0335,0.01283,0.003286,0.0633,589.0,17.44,5550,19335756,5550,19319666,0.002491,0.001094,0.00217,0.01274,3482,1131.0,27,19310,66,21,1,27.94,2640.0,4140,50.5,-81.94,-81.94,3672,27.94,0.036,24.73,0.04,0.035,2,2640.0,27.94,0.0,50.47,15.0,0.0,6316,6316,149,35840,2988,50.84,31.39,6
2288,102564,4220,1547,10984,33.47,10.78,3,971,11180,410,23550,13826338,12.07,13726626,11.98,50.0,0.5674,23400,23550,13873458,23400,13773406,0.05,0.02216,0.002928,0.0964,589.0,17.86,5000,13820089,5000,13820089,0.003983,0.002264,0.00217,0.01282,2764,1720.0,21,17840,27,7,6,27.88,1866.0,5669,48.38,-83.25,-83.25,2858,27.53,0.199,24.4,0.2,0.199,2,1866.0,27.88,0.0,48.38,15.0,0.0,6676,6676,110,48320,3180,37.97,23.4,8
2388,105794,4220,1547,12210,38.9,11.7,2,1076,12470,365,26220,15387902,13.43,15260554,13.31,38.97,0.491,26000,26220,15440342,26000,15312560,0.03894,0.01761,0.002571,0.08044,589.0,17.36,4616,15372014,4612,15362366,0.003994,0.002535,0.00217,0.00796,3330,1126.0,3,19310,69,19,2,27.94,2322.0,4948,50.97,-80.5,-80.5,3448,27.84,0.221,25.77,0.22,0.221,1,2322.0,27.94,0.0,50.97,15.0,0.0,6404,6404,118,44000,3154,41.47,25.58,7
1699,76349,3080,1547,8950,28.56,9.94,5,880,9600,568,19940,11703440,10.25,11615240,10.13,47.56,0.6377,19790,19940,11743316,19790,11654816,0.04755,0.02304,0.003214,0.11945,589.0,17.33,5264,11706830,5260,11697191,0.003222,0.001819,0.00217,0.012955,2224,1247.0,27,19310,86,17,5,27.84,1778.0,1644,41.22,-83.8,-83.8,2370,27.7,0.118,25.4,0.11,0.113,2,1778.0,27.84,0.002,41.2,14.98,0.002,6310,6310,102,59460,3936,29.2,17.95,10
2288,109222,4220,1547,10590,31.4,9.98,3,926,10530,470,22560,13239720,11.734,13239720,11.664,32.9,0.401,22560,22560,13284836,22560,13284836,0.0329,0.0127,0.00407,0.06058,589.0,17.31,4240,13328165,4240,13328165,0.00239,0.0003955,0.00217,0.00796,3142,483.2,27,17710,8,1,2,27.92,2440.0,109,56.03,-78.2,-78.2,3188,27.98,0.005,36.12,0.01,0.005,1,2440.0,27.92,0.0,56.03,15.0,0.0,4656,4656,104,55300,3790,34.88,21.47,9
2388,111510,4220,1547,14200,58.62,13.99,2,1326,14984,290,29650,17402236,15.39,17402236,15.375,34.1,0.4036,29650,29650,17461544,29650,17461544,0.0341,0.014206,0.003143,0.0743,589.0,17.97,4930,17516894,4930,17516894,0.003113,0.00173,0.00217,0.012955,3554,1480.0,27,19310,4,1,3,27.94,2308.0,4514,44.38,-83.06,-83.06,3696,27.89,0.102,26.7,0.1,0.1,2,2310.0,27.94,0.0,44.38,15.0,0.0,5980,5980,139,35970,2888,47.72,29.45,6
2388,105667,4220,1547,19040,79.2,17.1,3,1554,21120,155,41020,24075144,21.02,23931920,20.89,30.39,0.264,40770,41020,24157184,40770,24013472,0.03038,0.00933,0.003,0.0593,589.0,16.94,4630,24110684,4628,24099502,0.002775,0.001603,0.00217,0.012955,5210,1994.0,6,19310,44,21,1,27.9,3254.0,3424,41.3,-83.0,-83.0,5576,27.3,0.082,24.4,0.07,0.073,2,3258.0,27.9,0.005,41.3,14.98,0.005,5720,5720,182,23040,2100,67.4,41.34,4
2308,108949,4220,1245,19600,59.5,14.59,3,1317,22110,171,42900,25186022,21.98,25063718,21.86,26.86,0.2654,42700,42900,25271846,42700,25149126,0.02684,0.00847,0.00614,0.048,589.0,16.81,5052,25233536,5050,25223888,0.002615,0.0005937,0.00217,0.00796,4996,1340.0,27,19310,19,9,2,27.95,2856.0,3161,50.16,-79.8,-79.8,5160,27.95,0.011,32.62,0.01,0.011,1,2856.0,27.95,0.0,50.16,15.0,0.0,5816,5816,189,23900,2436,67.75,41.56,4
2008,90085,3840,1547,9784,27.86,9.77,4,875,10020,470,21220,12450552,10.91,12429044,10.84,33.03,0.406,21180,21220,12492982,21180,12471400,0.03302,0.01266,0.002857,0.0637,589.0,18.03,3992,12523410,3988,12512152,0.002363,0.0004454,0.00217,0.00796,3136,429.2,27,6430,107,23,2,27.9,2330.0,208,50.72,-80.44,-80.44,3174,27.98,0.007,33.22,0.01,0.007,1,2330.0,27.9,0.006,50.72,14.99,0.006,4396,4396,101,56160,3860,33.75,20.78,9
2288,102233,4220,1547,11780,39.22,11.64,3,1072,12264,413,25070,14716326,12.836,14649542,12.805,38.28,0.4666,24960,25070,14766474,24960,14699462,0.03827,0.0176,0.0035,0.08044,589.0,17.38,5276,14748773,5276,14748773,0.002872,0.0008793,0.00217,0.00796,2796,1324.0,27,19310,3,1,6,27.88,1952.0,6509,50.53,-80.5,-80.5,2910,27.98,0.03,33.1,0.03,0.03,1,1950.0,27.88,0.0,50.53,15.0,0.0,5908,5908,120,45500,3276,41.1,25.34,8
2084,96243,4220,1547,11224,35.28,10.95,3,1008,11944,403,24370,14305023,12.484,14161799,12.37,48.44,0.5527,24130,24370,14353761,24130,14210049,0.04843,0.02286,0.0035,0.0897,589.0,16.1,5420,14260035,5420,14258433,0.00362,0.0018835,0.00217,0.01282,2630,2023.0,27,19310,18,5,7,27.89,1795.0,5950,44.88,-79.7,-79.7,2780,27.8,0.14,24.58,0.14,0.14,2,1796.0,27.88,0.0,44.88,15.0,0.0,6748,6748,113,48930,3336,37.25,22.95,8
2084,98909,4220,1547,11380,38.53,10.96,3,1026,11650,516,24050,14117065,12.59,14117065,12.58,45.12,0.5435,24050,24050,14165171,24050,14165171,0.0451,0.01863,0.00357,0.08,589.0,17.38,6190,14215333,6190,14215333,0.002634,0.000298,0.00217,0.00789,2296,1039.0,27,9656,76,17,6,27.88,1914.0,509,52.12,-75.8,-75.8,2424,27.98,0.002,31.77,0.0,0.002,1,1914.0,27.88,0.0,52.12,15.0,0.0,6630,6630,112,53120,3796,37.25,22.95,9
2388,114828,4220,1547,20210,44.78,12.58,3,1126,22660,155,44130,25906388,22.67,25906388,22.62,27.62,0.28,44130,44130,25994668,44130,25994668,0.0276,0.00848,0.003714,0.0478,589.0,17.0,5360,26071892,5360,26071892,0.003004,0.000504,0.002672,0.00796,4864,1212.0,27,19310,45,23,4,27.95,2452.0,3431,45.47,-85.1,-85.1,5144,27.98,0.01,26.19,0.01,0.01,1,2452.0,27.95,0.0,45.47,15.0,0.0,6304,6304,191,24720,2586,72.44,44.47,4
2388,115261,4220,1547,19490,45.12,12.57,3,1126,21580,167,41820,24552408,21.55,24552408,21.47,28.02,0.2476,41820,41820,24636076,41820,24636076,0.028,0.00825,0.003214,0.0455,589.0,17.16,4530,24708504,4530,24708504,0.00275,0.000963,0.00217,0.00796,5460,1715.0,13,19310,47,23,2,27.94,3098.0,3045,50.0,-80.1,-80.1,5660,27.9,0.03,30.9,0.03,0.03,1,3100.0,27.94,0.0,50.0,15.0,0.0,5388,5388,183,21520,2156,68.25,41.88,4
2388,118044,4220,1547,18820,87.5,17.1,3,1626,20260,146,39260,23046256,20.66,23046256,20.61,26.9,0.27,39260,39260,23124800,39260,23124800,0.0269,0.00857,0.003786,0.0478,589.0,17.69,4516,23193072,4516,23193072,0.003029,0.000781,0.002314,0.00896,5136,1751.0,27,19310,41,21,4,27.95,2510.0,3235,50.06,-79.25,-79.25,5320,27.92,0.025,33.4,0.02,0.026,1,2512.0,27.95,0.0,50.1,15.0,0.0,5424,5424,178,22990,2196,57.1,34.94,4
1699,80662,3080,1547,12820,52.78,13.03,4,1226,14024,298,27310,16028644,14.31,16023352,14.29,35.56,0.4133,27300,27310,16083260,27300,16077950,0.03555,0.01511,0.0035,0.1533,589.0,17.02,4412,16133806,4412,16128982,0.00362,0.001784,0.00217,0.012955,3656,1579.0,27,19310,19,7,6,27.89,2036.0,4463,43.1,-80.94,-80.94,3748,27.48,0.131,25.16,0.13,0.129,2,2038.0,27.9,0.002,43.1,14.99,0.002,5628,5628,133,37200,2932,40.78,25.16,6
